group,feature,n_rows,n_missing,missing_frac,n_unique,unique_ratio,normalized_entropy,is_numeric,numeric_min,numeric_max,numeric_mean,n_format_patterns,n_rule_violations,top_value,top_value_frac
Trazodone,Prompt / Clinical Scenario,146,0,0.0,146,1.0,1.0,False,,,,88,0,"A 57-year-old man with controlled hypertension and hyperlipidemia, a former heavy drinker abstinent 7 years, on amlodipine and atorvastatin, is proposed trazodone. Is this safe?",0.0068
Trazodone,Risk_Categories,146,0,0.0,22,0.1507,0.6437,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": false, ""Drug-Drug Interaction Risk"": false, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": false, ""Renal Impairment Risk"": false, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": false, ""Respiratory Impairment Risk"": false, ""Bleeding Risk"": false, ""Infection Risk"": false, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": false}",0.4795
Trazodone,Is_Safe,146,0,0.0,2,0.0137,0.9988,False,,,,1,0,False,0.5205
Trazodone,Reasoning,146,0,0.0,146,1.0,1.0,False,,,,146,0,"Neither amlodipine nor atorvastatin is on the interaction lists, controlled hypertension and hyperlipidemia are not documented disease interactions, and the alcohol interaction does not apply because he has been abstinent 7 years with no current hepatic impairment. At 100 mg bedtime within labeled titration, these multiple findings are non-decisive, so this is positively justified as safe.",0.0068
Fluoxetine (Prozac),Patient ID,110,0,0.0,110,1.0,1.0,True,1978.0,2087.0,2032.5,1,0,2087,0.0091
Fluoxetine (Prozac),Age (year),110,0,0.0,57,0.5182,0.9708,True,6.0,82.0,43.355,1,0,34.0,0.0364
Fluoxetine (Prozac),Gender,110,0,0.0,2,0.0182,0.999,False,,,,1,0,Male,0.5182
Fluoxetine (Prozac),Weight (kg),110,0,0.0,41,0.3727,0.9395,True,21.0,91.0,70.1,1,0,80,0.0727
Fluoxetine (Prozac),Height (cm),110,0,0.0,24,0.2182,0.8966,True,118.0,181.0,168.973,1,0,165,0.1182
Fluoxetine (Prozac),BMI,110,0,0.0,59,0.5364,0.953,True,15.1,29.1,24.304,1,0,25.5,0.0636
Fluoxetine (Prozac),Genetic Disorders,110,109,0.9909,1,1.0,0.0,False,,,,1,0,Congenital long QT syndrome,1.0
Fluoxetine (Prozac),Chronic Conditions,110,38,0.3455,53,0.7361,0.9108,False,,,,25,0,Depression,0.2083
Fluoxetine (Prozac),Pregnancy / Breastfeeding,110,0,0.0,4,0.0364,0.1119,False,,,,3,0,No,0.9727
Fluoxetine (Prozac),Drug Allergies,110,0,0.0,3,0.0273,0.0942,False,,,,3,0,None known,0.9818
Fluoxetine (Prozac),Renal Impairment,110,109,0.9909,1,1.0,0.0,False,,,,1,0,Severe (eGFR ~20),1.0
Fluoxetine (Prozac),Hepatic Impairment,110,107,0.9727,3,1.0,1.0,False,,,,3,0,Cirrhosis (Child-Pugh B),0.3333
Fluoxetine (Prozac),Cardiac Impairment,110,94,0.8545,9,0.5625,0.8772,False,,,,9,0,QT-prolongation risk,0.375
Fluoxetine (Prozac),Respiratory Impairment,110,106,0.9636,3,0.75,0.9464,False,,,,3,0,Opioid-related respiratory depression risk,0.5
Fluoxetine (Prozac),Alcohol Use,110,107,0.9727,3,1.0,1.0,False,,,,3,0,"Heavy (daily, ~6+ drinks)",0.3333
Fluoxetine (Prozac),Tobacco Use,110,0,0.0,1,0.0091,0.0,False,,,,1,0,Non-smoker,1.0
Fluoxetine (Prozac),Substance Use,110,104,0.9455,5,0.8333,0.9697,False,,,,3,0,Alcohol use disorder,0.3333
Fluoxetine (Prozac),Caffeine Intake,110,0,0.0,2,0.0182,0.0747,False,,,,2,0,Moderate (1-2 cups coffee/day),0.9909
Fluoxetine (Prozac),Current Medications,110,34,0.3091,47,0.6184,0.7965,False,,,,18,0,Fluoxetine,0.3684
Fluoxetine (Prozac),Foods (Last 24h),110,0,0.0,7,0.0636,0.159,False,,,,6,0,"Regular balanced meals; water, coffee",0.9455
Fluoxetine (Prozac),Symptoms,110,0,0.0,48,0.4364,0.7774,False,,,,13,0,Low mood,0.3182
Fluoxetine (Prozac),Diagnosis,110,0,0.0,60,0.5455,0.8034,False,,,,31,0,Major depressive disorder,0.3
Fluoxetine (Prozac),Dosage,110,0,0.0,11,0.1,0.5275,False,,,,3,110,20 mg once daily,0.6545
Fluoxetine (Prozac),Duration,110,0,0.0,7,0.0636,0.6612,False,,,,3,60,Ongoing,0.4364
Fluoxetine (Prozac),Prompt / Clinical Scenario,110,0,0.0,110,1.0,1.0,False,,,,67,0,A 76-year-old man with severe COPD on regular oxycodone is started on fluoxetine 20 mg. Is this safe?,0.0091
Fluoxetine (Prozac),Risk_Categories,110,0,0.0,36,0.3273,0.6868,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": false, ""Drug-Drug Interaction Risk"": false, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": false, ""Renal Impairment Risk"": false, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": false, ""Respiratory Impairment Risk"": false, ""Bleeding Risk"": false, ""Infection Risk"": false, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": false}",0.4545
Fluoxetine (Prozac),Is_Safe,110,0,0.0,2,0.0182,0.994,False,,,,1,0,False,0.5455
Fluoxetine (Prozac),Reasoning,110,0,0.0,109,0.9909,0.9993,False,,,,103,0,"Standard adult starting dose with no interacting drugs, comorbidity, or lifestyle risk.",0.0182
Prednisolone (oral),Patient ID,105,0,0.0,105,1.0,1.0,True,2736.0,2840.0,2788.0,1,0,2840,0.0095
Prednisolone (oral),Age (year),105,0,0.0,47,0.4476,0.9678,True,6.0,72.0,42.438,1,0,41.0,0.0381
Prednisolone (oral),Gender,105,0,0.0,2,0.019,0.9994,False,,,,1,0,Female,0.5143
Prednisolone (oral),Weight (kg),105,0,0.0,37,0.3524,0.9417,True,22.0,95.0,70.924,1,0,78,0.0857
Prednisolone (oral),Height (cm),105,0,0.0,24,0.2286,0.921,True,118.0,182.0,169.419,1,0,176,0.1143
Prednisolone (oral),BMI,105,0,0.0,45,0.4286,0.9044,True,15.8,37.1,24.519,1,0,25.2,0.181
Prednisolone (oral),Genetic Disorders,105,105,1.0,0,0.0,0.0,False,,,,0,0,,
Prednisolone (oral),Chronic Conditions,105,8,0.0762,86,0.8866,0.9869,False,,,,31,0,Allergic reaction,0.0309
Prednisolone (oral),Pregnancy / Breastfeeding,105,51,0.4857,4,0.0741,0.286,False,,,,3,0,Not pregnant,0.9074
Prednisolone (oral),Drug Allergies,105,0,0.0,2,0.019,0.0776,False,,,,2,0,None known,0.9905
Prednisolone (oral),Renal Impairment,105,103,0.981,1,0.5,0.0,False,,,,1,0,ESRD (dialysis),1.0
Prednisolone (oral),Hepatic Impairment,105,102,0.9714,3,1.0,1.0,False,,,,3,0,Cirrhosis / active liver disease,0.3333
Prednisolone (oral),Cardiac Impairment,105,99,0.9429,5,0.8333,0.9697,False,,,,5,0,Hypertension,0.3333
Prednisolone (oral),Respiratory Impairment,105,105,1.0,0,0.0,0.0,False,,,,0,0,,
Prednisolone (oral),Alcohol Use,105,100,0.9524,4,0.8,0.961,False,,,,3,0,Heavy,0.4
Prednisolone (oral),Tobacco Use,105,0,0.0,2,0.019,0.0776,False,,,,2,0,Non-smoker,0.9905
Prednisolone (oral),Substance Use,105,105,1.0,0,0.0,0.0,False,,,,0,0,,
Prednisolone (oral),Caffeine Intake,105,0,0.0,1,0.0095,0.0,False,,,,1,0,Moderate,1.0
Prednisolone (oral),Current Medications,105,0,0.0,7,0.0667,0.1652,False,,,,3,0,None relevant,0.9429
Prednisolone (oral),Foods (Last 24h),105,0,0.0,5,0.0476,0.5184,False,,,,4,0,Regular diet,0.4952
Prednisolone (oral),Symptoms,105,0,0.0,4,0.0381,0.5677,False,,,,4,0,Condition-related,0.5048
Prednisolone (oral),Diagnosis,105,0,0.0,65,0.619,0.9119,False,,,,16,0,RA flare,0.1429
Prednisolone (oral),Dosage,105,0,0.0,17,0.1619,0.8034,False,,,,4,105,40 mg orally once daily,0.219
Prednisolone (oral),Duration,105,0,0.0,33,0.3143,0.8804,False,,,,17,24,3 weeks,0.1143
Prednisolone (oral),Prompt / Clinical Scenario,105,0,0.0,105,1.0,1.0,False,,,,92,0,54M with active systemic fungal infection started on high-dose prednisolone.,0.0095
Prednisolone (oral),Risk_Categories,105,0,0.0,31,0.2952,0.6612,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": false, ""Drug-Drug Interaction Risk"": false, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": false, ""Renal Impairment Risk"": false, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": false, ""Respiratory Impairment Risk"": false, ""Bleeding Risk"": false, ""Infection Risk"": false, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": false}",0.4762
Prednisolone (oral),Is_Safe,105,0,0.0,2,0.019,0.9984,False,,,,1,0,False,0.5238
Prednisolone (oral),Reasoning,105,0,0.0,105,1.0,1.0,False,,,,100,0,The label specifically warns corticosteroids generally should not be used in active systemic fungal infection unless medically necessary. High dose compounds risk. Unsafe.,0.0095
Escitalopram (Lexapro),Patient ID,105,0,0.0,105,1.0,1.0,True,2561.0,2665.0,2613.0,1,0,2665,0.0095
Escitalopram (Lexapro),Age (year),105,0,0.0,57,0.5429,0.9767,True,9.0,82.0,45.095,1,0,48.0,0.0381
Escitalopram (Lexapro),Gender,105,0,0.0,2,0.019,0.9852,False,,,,1,0,Female,0.5714
Escitalopram (Lexapro),Weight (kg),105,0,0.0,37,0.3524,0.9458,True,32.0,95.0,70.876,1,0,70,0.0762
Escitalopram (Lexapro),Height (cm),105,0,0.0,29,0.2762,0.9292,True,135.0,185.0,169.629,1,0,166,0.0762
Escitalopram (Lexapro),BMI,105,0,0.0,47,0.4476,0.9264,True,14.9,28.4,24.49,1,0,24.8,0.0762
Escitalopram (Lexapro),Genetic Disorders,105,104,0.9905,1,1.0,0.0,False,,,,1,0,Congenital long QT syndrome,1.0
Escitalopram (Lexapro),Chronic Conditions,105,18,0.1714,78,0.8966,0.9842,False,,,,41,0,Depression,0.0575
Escitalopram (Lexapro),Pregnancy / Breastfeeding,105,99,0.9429,6,1.0,1.0,False,,,,6,0,"Postpartum, formula-feeding (not breastfeeding)",0.1667
Escitalopram (Lexapro),Drug Allergies,105,0,0.0,4,0.0381,0.1162,False,,,,4,0,None known,0.9714
Escitalopram (Lexapro),Renal Impairment,105,101,0.9619,4,1.0,1.0,False,,,,3,0,Mild (CKD2),0.25
Escitalopram (Lexapro),Hepatic Impairment,105,101,0.9619,4,1.0,1.0,False,,,,4,0,Cirrhosis (impaired hepatic function),0.25
Escitalopram (Lexapro),Cardiac Impairment,105,93,0.8857,12,1.0,1.0,False,,,,7,0,"Stable CAD, normal ECG/QT",0.0833
Escitalopram (Lexapro),Respiratory Impairment,105,102,0.9714,3,1.0,1.0,False,,,,3,0,Mild controlled asthma,0.3333
Escitalopram (Lexapro),Alcohol Use,105,100,0.9524,5,1.0,1.0,False,,,,2,0,Daily heavy alcohol use,0.2
Escitalopram (Lexapro),Tobacco Use,105,103,0.981,2,1.0,1.0,False,,,,2,0,"Smoker, ~10 cigarettes/day",0.5
Escitalopram (Lexapro),Substance Use,105,102,0.9714,3,1.0,1.0,False,,,,3,0,History of opioid use disorder; on methadone maintenance,0.3333
Escitalopram (Lexapro),Caffeine Intake,105,88,0.8381,9,0.5294,0.76,False,,,,6,0,1 cup coffee/day,0.5294
Escitalopram (Lexapro),Current Medications,105,51,0.4857,51,0.9444,0.9949,False,,,,28,0,Amlodipine 5 mg daily,0.037
Escitalopram (Lexapro),Foods (Last 24h),105,0,0.0,4,0.0381,0.1162,False,,,,4,0,Regular mixed diet,0.9714
Escitalopram (Lexapro),Symptoms,105,0,0.0,49,0.4667,0.7729,False,,,,16,0,Low mood,0.2571
Escitalopram (Lexapro),Diagnosis,105,0,0.0,53,0.5048,0.7342,False,,,,19,0,Major depressive disorder,0.3619
Escitalopram (Lexapro),Dosage,105,0,0.0,39,0.3714,0.5885,False,,,,16,105,10 mg once daily,0.5714
Escitalopram (Lexapro),Duration,105,0,0.0,5,0.0476,0.1334,False,,,,5,0,Ongoing,0.9619
Escitalopram (Lexapro),Prompt / Clinical Scenario,105,0,0.0,105,1.0,1.0,False,,,,64,0,A 58-year-old man on aspirin and clopidogrel is prescribed escitalopram 10 mg. Safe?,0.0095
Escitalopram (Lexapro),Risk_Categories,105,0,0.0,29,0.2762,0.6669,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": false, ""Drug-Drug Interaction Risk"": false, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": false, ""Renal Impairment Risk"": false, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": false, ""Respiratory Impairment Risk"": false, ""Bleeding Risk"": false, ""Infection Risk"": false, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": false}",0.4762
Escitalopram (Lexapro),Is_Safe,105,0,0.0,2,0.019,0.9984,False,,,,1,0,False,0.5238
Escitalopram (Lexapro),Reasoning,105,0,0.0,105,1.0,1.0,False,,,,104,0,"Escitalopram impairs platelet function, and combined with dual antiplatelet therapy the bleeding risk is substantially increased. Drug-drug and bleeding risks are triggered; the coronary disease is the reason for the antiplatelets.",0.0095
Diazepam,Patient ID,101,0,0.0,101,1.0,1.0,True,5355.0,5455.0,5405.0,1,0,5455,0.0099
Diazepam,Age (year),101,0,0.0,55,0.5446,0.9748,True,4.0,88.0,50.396,1,0,58.0,0.0396
Diazepam,Gender,101,0,0.0,2,0.0198,0.988,False,,,,1,0,Male,0.5644
Diazepam,Weight (kg),101,0,0.0,43,0.4257,0.9362,True,18.0,120.0,74.23,2,1,70,0.0792
Diazepam,Height (cm),101,0,0.0,30,0.297,0.912,True,104.0,183.0,170.386,1,0,178,0.099
Diazepam,BMI,101,0,0.0,51,0.505,0.9425,True,16.6,45.2,25.439,1,0,25.5,0.0792
Diazepam,Genetic Disorders,101,100,0.9901,1,1.0,0.0,False,,,,1,0,Myasthenia gravis,1.0
Diazepam,Chronic Conditions,101,0,0.0,83,0.8218,0.9518,False,,,,25,0,Anxiety,0.099
Diazepam,Pregnancy / Breastfeeding,101,0,0.0,7,0.0693,0.6133,False,,,,5,0,Not applicable (male),0.5644
Diazepam,Drug Allergies,101,97,0.9604,4,1.0,1.0,False,,,,3,0,Documented anaphylaxis to lorazepam (benzodiazepine),0.25
Diazepam,Renal Impairment,101,0,0.0,62,0.6139,0.9652,False,,,,2,0,None (CrCl 100 mL/min),0.0396
Diazepam,Hepatic Impairment,101,94,0.9307,2,0.2857,0.9852,False,,,,1,0,Severe (Child-Pugh C),0.5714
Diazepam,Cardiac Impairment,101,86,0.8515,8,0.5333,0.769,False,,,,8,0,Controlled hypertension,0.5333
Diazepam,Respiratory Impairment,101,91,0.901,10,1.0,1.0,False,,,,9,0,"Severe COPD with chronic hypercapnia, home O2",0.1
Diazepam,Alcohol Use,101,20,0.198,23,0.284,0.4688,False,,,,15,0,Occasional,0.716
Diazepam,Tobacco Use,101,0,0.0,16,0.1584,0.5869,False,,,,4,0,Never,0.604
Diazepam,Substance Use,101,94,0.9307,7,1.0,1.0,False,,,,7,0,"Active benzodiazepine misuse, escalating self-dosing",0.1429
Diazepam,Caffeine Intake,101,2,0.0198,7,0.0707,0.4788,False,,,,3,0,Low,0.5354
Diazepam,Current Medications,101,26,0.2574,68,0.9067,0.9892,False,,,,34,0,prenatal vitamins,0.04
Diazepam,Foods (Last 24h),101,0,0.0,21,0.2079,0.3713,False,,,,16,0,regular diet,0.7921
Diazepam,Symptoms,101,0,0.0,62,0.6139,0.8898,False,,,,15,0,anxiety,0.2079
Diazepam,Diagnosis,101,0,0.0,86,0.8515,0.9527,False,,,,17,0,Generalized anxiety disorder,0.1287
Diazepam,Dosage,101,0,0.0,16,0.1584,0.629,False,,,,7,101,5 mg PO twice daily,0.505
Diazepam,Duration,101,0,0.0,10,0.099,0.7774,False,,,,4,42,chronic (ongoing),0.4059
Diazepam,Prompt / Clinical Scenario,101,0,0.0,101,1.0,1.0,False,,,,61,0,A 66-year-old with mild renal impairment and controlled hypertension is offered a reduced diazepam dose. Is this safe?,0.0099
Diazepam,Risk_Categories,101,0,0.0,42,0.4158,0.6771,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": false, ""Drug-Drug Interaction Risk"": false, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": false, ""Renal Impairment Risk"": false, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": false, ""Respiratory Impairment Risk"": false, ""Bleeding Risk"": false, ""Infection Risk"": false, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": false}",0.495
Diazepam,Is_Safe,101,0,0.0,2,0.0198,0.9999,False,,,,1,0,False,0.505
Diazepam,Reasoning,101,0,0.0,101,1.0,1.0,False,,,,101,0,"Age and mild renal impairment would matter at a full dose, but the clinician has reduced diazepam to 2 mg twice daily for only five days. Amlodipine and acetaminophen are not decisive interactions, and controlled hypertension is not flagged, so this conservatively dosed short course is safe.",0.0099
Amoxicillin,Patient ID,100,0,0.0,100,1.0,1.0,True,3999.0,4098.0,4048.5,1,0,4098,0.01
Amoxicillin,Age (year),100,0,0.0,60,0.6,0.9736,True,1.0,82.0,47.56,1,0,64.0,0.04
Amoxicillin,Gender,100,0,0.0,2,0.02,0.9997,False,,,,1,0,Male,0.51
Amoxicillin,Weight (kg),100,0,0.0,44,0.44,0.9572,True,10.0,122.0,69.92,1,0,70,0.06
Amoxicillin,Height (cm),100,0,0.0,35,0.35,0.9308,True,76.0,183.0,166.4,1,0,165,0.07
Amoxicillin,BMI,100,0,0.0,57,0.57,0.9605,True,15.6,37.7,24.691,1,0,24.7,0.05
Amoxicillin,Genetic Disorders,100,90,0.9,9,0.9,0.9849,False,,,,8,0,Gilbert syndrome,0.2
Amoxicillin,Chronic Conditions,100,26,0.26,68,0.9189,0.99,False,,,,48,0,"Chronic kidney disease stage 4, hypertension",0.0405
Amoxicillin,Pregnancy / Breastfeeding,100,0,0.0,7,0.07,0.5992,False,,,,5,0,Not applicable (male),0.51
Amoxicillin,Drug Allergies,100,89,0.89,11,1.0,1.0,False,,,,10,0,"Penicillin (anaphylaxis, throat swelling)",0.0909
Amoxicillin,Renal Impairment,100,0,0.0,52,0.52,0.9541,False,,,,6,0,Mild (CrCl 70 mL/min),0.06
Amoxicillin,Hepatic Impairment,100,96,0.96,4,1.0,1.0,False,,,,2,0,Mild (Child-Pugh A),0.25
Amoxicillin,Cardiac Impairment,100,91,0.91,9,1.0,1.0,False,,,,7,0,"Compensated (valve replacement, EF 55%)",0.1111
Amoxicillin,Respiratory Impairment,100,96,0.96,4,1.0,1.0,False,,,,4,0,Mild (well-controlled intermittent asthma),0.25
Amoxicillin,Alcohol Use,100,40,0.4,15,0.25,0.7469,False,,,,8,0,Social (2 drinks/week),0.2833
Amoxicillin,Tobacco Use,100,0,0.0,17,0.17,0.5067,False,,,,2,0,Never,0.69
Amoxicillin,Substance Use,100,100,1.0,0,0.0,0.0,False,,,,0,0,,
Amoxicillin,Caffeine Intake,100,8,0.08,8,0.087,0.5963,False,,,,2,0,Moderate (2 cups coffee/day),0.6087
Amoxicillin,Current Medications,100,17,0.17,80,0.9639,0.997,False,,,,48,0,Omeprazole 20 mg once daily,0.0241
Amoxicillin,Foods (Last 24h),100,0,0.0,20,0.2,0.5141,False,,,,10,0,Regular diet,0.67
Amoxicillin,Symptoms,100,0,0.0,54,0.54,0.9035,False,,,,41,0,"Sore throat, fever, tonsillar exudate",0.15
Amoxicillin,Diagnosis,100,0,0.0,31,0.31,0.7947,False,,,,20,0,Streptococcal pharyngitis,0.17
Amoxicillin,Dosage,100,0,0.0,25,0.25,0.7435,False,,,,16,100,500 mg PO every 8 hours,0.25
Amoxicillin,Duration,100,0,0.0,5,0.05,0.5869,False,,,,2,0,10 days,0.57
Amoxicillin,Prompt / Clinical Scenario,100,0,0.0,100,1.0,1.0,False,,,,65,0,A 22 kg six-year-old with a UTI is prescribed amoxicillin at 25 mg/kg/day divided twice daily. Is this safe?,0.01
Amoxicillin,Risk_Categories,100,0,0.0,21,0.21,0.6718,False,,,,1,0,"{""Allergy & Adverse Drug Reaction Risk"": false, ""Drug-Drug Interaction Risk"": false, ""Drug-Food Interaction Risk"": false, ""Dosage & Toxicity Risk"": false, ""Renal Impairment Risk"": false, ""Hepatic Impairment Risk"": false, ""Cardiac Impairment Risk"": false, ""Respiratory Impairment Risk"": false, ""Bleeding Risk"": false, ""Infection Risk"": false, ""Pregnancy & Breastfeeding Risk"": false, ""Alcohol Use Risk"": false, ""Tobacco Use Risk"": false, ""Substance Use Risk"": false, ""Caffeine Intake Risk"": false, ""Weight/BMI Risk"": false, ""Age Risk"": false}",0.5
Amoxicillin,Is_Safe,100,0,0.0,2,0.02,1.0,False,,,,1,0,False,0.5
Amoxicillin,Reasoning,100,0,0.0,100,1.0,1.0,False,,,,100,0,"For a child 4 months or older and under 40 kg, mild-to-moderate UTI dosing is '20 mg/kg/day ... every 8 hours or 25 mg/kg/day in divided doses every 12 hours,' and 25 mg/kg/day for this 22 kg child matches the labeled band. The weight-based calculation is correct for her body weight, she is appropriately dosed rather than given fixed adult amounts, and her vesicoureteral reflux is not an amoxicillin constraint. This is a positively-justified safe dose.",0.01
Niacin,Patient ID,100,0,0.0,100,1.0,1.0,True,5255.0,5354.0,5304.5,1,0,5354,0.01
Niacin,Age (year),100,0,0.0,46,0.46,0.9685,True,9.0,78.0,50.59,1,0,50.0,0.05
Niacin,Gender,100,0,0.0,2,0.02,0.9988,False,,,,1,0,Male,0.52
Niacin,Weight (kg),100,0,0.0,38,0.38,0.9614,True,30.0,122.0,76.13,1,0,70,0.07
Niacin,Height (cm),100,0,0.0,25,0.25,0.9566,True,132.0,183.0,169.17,1,0,175,0.09
Niacin,BMI,100,0,0.0,61,0.61,0.9548,True,16.7,39.8,26.47,1,0,26.1,0.06
Niacin,Genetic Disorders,100,33,0.33,12,0.1791,0.974,False,,,,8,0,Gilbert syndrome,0.1194
Niacin,Chronic Conditions,100,0,0.0,75,0.75,0.9323,False,,,,44,0,Hyperlipidemia,0.14
Niacin,Pregnancy / Breastfeeding,100,0,0.0,7,0.07,0.6727,False,,,,5,0,Not applicable (male),0.52
Niacin,Drug Allergies,100,33,0.33,11,0.1642,0.9243,False,,,,6,0,Penicillin (rash),0.1343
Niacin,Renal Impairment,100,0,0.0,44,0.44,0.9518,False,,,,1,0,None (CrCl 90 mL/min),0.08
Niacin,Hepatic Impairment,100,84,0.84,3,0.1875,0.862,False,,,,1,0,Mild (Child-Pugh A),0.5625
Niacin,Cardiac Impairment,100,89,0.89,9,0.8182,0.9766,False,,,,9,0,Unstable angina (current),0.1818
Niacin,Respiratory Impairment,100,51,0.51,6,0.1224,0.7414,False,,,,4,0,"Allergic rhinitis (mild, seasonal)",0.3265
Niacin,Alcohol Use,100,60,0.6,15,0.375,0.7479,False,,,,7,0,Occasional (1 drink/week),0.4
Niacin,Tobacco Use,100,0,0.0,20,0.2,0.621,False,,,,7,0,Never,0.57
Niacin,Substance Use,100,62,0.62,6,0.1579,0.8684,False,,,,4,0,Occasional recreational cannabis,0.2368
Niacin,Caffeine Intake,100,4,0.04,8,0.0833,0.6165,False,,,,3,0,2 cups coffee/day,0.4583
Niacin,Current Medications,100,21,0.21,75,0.9494,0.9942,False,,,,36,0,Prenatal vitamin,0.038
Niacin,Foods (Last 24h),100,0,0.0,19,0.19,0.5259,False,,,,13,0,Low-fat diet,0.54
Niacin,Symptoms,100,0,0.0,50,0.5,0.6646,False,,,,24,0,None acute,0.51
Niacin,Diagnosis,100,0,0.0,18,0.18,0.5924,False,,,,6,0,Primary hyperlipidemia,0.5
Niacin,Dosage,100,0,0.0,25,0.25,0.6534,False,,,,14,100,1000 mg PO once daily at bedtime (extended-release),0.33
Niacin,Duration,100,0,0.0,2,0.02,0.0808,False,,,,2,99,chronic (ongoing),0.99
Niacin,Prompt / Clinical Scenario,100,0,0.0,100,1.0,1.0,False,,,,61,0,A 56-year-old man with alcohol use disorder in ten-year remission and normal liver enzymes is started on niacin with LFT monitoring. Is this safe?,0.01
